Case_ID,Soil_pH,Temperature_C,Humidity_%,Rainfall_mm,Soil_Texture,Pollution_Severity,Pollutant_Concentration_mg in kg,"Pollutant Concentration, Text-type"
CASE_101520,6.37,33,87.1,157.2,Loamy,Low,178.38,High
CASE_101521,6.9,34.8,91.3,97.8,Silty,Low,86.08,Medium
CASE_101522,5.57,37.2,61.4,264.4,Clay,Low,106.56,High
CASE_101523,6.97,24.2,34.9,384.7,Clay,Low,98.85,Medium
CASE_101524,6.14,22.4,50.5,163.7,Loamy,Medium,148.11,High
CASE_101525,6.49,14.7,57.2,67.6,Silty,Medium,110.98,High
CASE_101526,6.92,33.1,50.1,363.6,Sandy,High,186.87,High
CASE_101527,5.97,43.6,81.5,341.6,Clay,Low,154.99,High
CASE_101528,5.64,19.5,84.2,12.8,Sandy,Low,57.84,Medium
CASE_101529,5.3,18.1,79.8,225.3,Silty,Medium,58.41,Medium
CASE_101530,6.13,14,70.7,280.8,Clay,Medium,88.72,Medium
CASE_101531,4.5,43.4,81.1,361.6,Sandy,High,147.05,High
CASE_101532,7.74,39.3,27,295.5,Clay,Medium,187.1,High
CASE_101533,6.78,43.1,53.2,239.7,Sandy,Low,137.32,High
CASE_101534,4.8,27.5,71.5,316.8,Sandy,Low,186.91,High
CASE_101535,8.27,12.3,50.2,9.4,Sandy,Low,182.24,High
CASE_101536,8.14,39.6,29.6,37.2,Sandy,Low,109.69,High
CASE_101537,5.57,41.5,89.6,161,Clay,Medium,108.76,High
CASE_101538,7.45,26.7,29.2,371.2,Loamy,Low,79.87,Medium
CASE_101539,5.97,10.7,27.5,198.5,Clay,High,148.22,High
CASE_101540,7.28,34.5,72.8,197,Silty,High,70.27,Medium
CASE_101541,6.3,17,43.1,16.9,Silty,Medium,100.39,High
CASE_101542,5.72,37,44.5,96.9,Sandy,Low,53.46,Medium
CASE_101543,5.02,25.9,58,275,Silty,Low,156.1,High
CASE_101544,4.68,20.4,41,58.4,Silty,High,163.09,High
CASE_101545,6.59,33.2,48.6,287.8,Silty,Medium,65.4,Medium
CASE_101546,6.66,10.8,26,167.2,Loamy,Low,61.61,Medium
CASE_101547,4.85,39.6,74.9,244.4,Clay,Low,145.69,High
CASE_101548,5.39,27.9,61.2,215.3,Clay,Low,83.8,Medium
CASE_101549,8.11,40.7,80.1,377.4,Loamy,Medium,190,High
CASE_101550,6.48,39.6,57.9,299.2,Clay,Medium,56.7,Medium
CASE_101551,7.43,15.8,46.4,105.9,Loamy,High,54.22,Medium
CASE_101552,5.97,29.4,27.5,322,Sandy,Medium,143.12,High
CASE_101553,7.4,17.3,86.4,246.5,Clay,Low,131.46,High
CASE_101554,8.27,36.4,35.6,135.1,Silty,Low,40.56,Low
CASE_101555,7.56,25.4,73.7,154.6,Clay,Medium,140.66,High
CASE_101556,8.4,20.9,54.6,269.6,Silty,Low,128.37,High
CASE_101557,7.55,12,94.9,301,Sandy,Medium,169.47,High
CASE_101558,7.93,13.9,46.1,350.6,Clay,High,131.98,High
CASE_101559,7.65,39.2,32.2,341.7,Loamy,Low,20.26,Low
CASE_101560,7.82,24.7,34.5,113.9,Loamy,High,106.42,High
CASE_101561,7.72,37.7,63.6,312.3,Silty,High,108.61,High
CASE_101562,7.99,12.6,38.5,278.1,Sandy,Medium,14.76,Low
CASE_101563,5.69,10.4,42.5,231.2,Sandy,Low,175.88,High
CASE_101564,8.01,41.9,39.9,184.9,Sandy,High,109.3,High
CASE_101565,8.49,18.2,74.5,151.2,Clay,Medium,190.08,High
CASE_101566,6.34,27.1,21.7,274.8,Sandy,High,6.8,Low
CASE_101567,5.7,15.8,50.5,92.9,Sandy,Medium,114.18,High
CASE_101568,6.53,15.5,70.3,301.6,Clay,Low,43.77,Low
CASE_101569,4.78,30.9,39.8,211,Loamy,Low,96.22,Medium
CASE_101570,6.7,30.4,50.1,379.6,Sandy,High,185.25,High
CASE_101571,7.88,25.1,82.2,329.2,Loamy,Low,60.65,Medium
CASE_101572,5.66,20.4,42.2,290.2,Sandy,Medium,141.72,High
CASE_101573,7.36,16,27.8,95,Clay,High,5.18,Low
CASE_101574,4.68,44,73.7,129.3,Silty,High,97.8,Medium
CASE_101575,7,15.1,34.2,343.8,Loamy,Low,92.47,Medium
CASE_101576,7.99,33.2,45.6,273.5,Sandy,High,79.14,Medium
CASE_101577,6.45,38.5,91.6,370.3,Silty,Medium,148.45,High
CASE_101578,5.94,26.3,71.7,353.6,Loamy,Medium,104.87,High
CASE_101579,7.76,44.3,86,112,Silty,Medium,184.05,High
CASE_101580,5.66,31.5,80.3,359.7,Loamy,Medium,26.89,Low
CASE_101581,5.25,13.5,47.2,200.5,Loamy,Medium,6.1,Low
CASE_101582,5.22,32.6,54.8,198.1,Loamy,High,72.95,Medium
CASE_101583,5.36,28.1,75.2,222.7,Loamy,Medium,191.42,High
CASE_101584,6.35,13.1,65.7,115.3,Silty,Low,78.7,Medium
CASE_101585,6.63,12.7,72.4,249.5,Silty,Medium,111.18,High
CASE_101586,7.38,28.5,49.7,128.9,Loamy,Low,96.54,Medium
CASE_101587,7.19,12.6,54.6,356.3,Sandy,Medium,188.13,High
CASE_101588,8.3,12.7,90,145.3,Sandy,High,197.83,High
CASE_101589,6.26,32.2,78.1,13.5,Silty,Low,86.58,Medium
CASE_101590,5.88,22.2,55.2,133.7,Sandy,Low,41.41,Low
CASE_101591,4.63,26.5,91.6,46.3,Loamy,Medium,33.4,Low
CASE_101592,7.05,32.6,82,42.8,Loamy,Low,148.01,High
CASE_101593,6.85,39.1,25.4,276.3,Loamy,Low,140.93,High
CASE_101594,5.86,31.7,86.8,198.5,Silty,High,78.94,Medium
CASE_101595,4.91,12.2,23.9,152.1,Silty,High,83.42,Medium
CASE_101596,7.47,11.8,36.6,109.7,Sandy,Low,145,High
CASE_101597,5.04,43,80.3,72.3,Clay,High,33.18,Low
CASE_101598,7.66,27.9,29.6,295.6,Silty,High,74.35,Medium
CASE_101599,6,27.4,45.7,96.8,Clay,Medium,56.27,Medium
CASE_101600,7.59,16,23.3,261.5,Loamy,Medium,8.74,Low
CASE_101601,6.47,17.2,75.3,279.9,Clay,High,163.7,High
CASE_101602,4.92,44.4,84.5,275.2,Silty,Low,181.16,High
CASE_101603,5.26,25.5,25.4,155.9,Clay,High,145.85,High
CASE_101604,5.82,30.8,85.4,19,Sandy,Medium,80.36,Medium
CASE_101605,7.28,13.7,69.9,114.5,Silty,Medium,35.86,Low
CASE_101606,4.57,25.3,21.6,193.4,Silty,Medium,187.59,High
CASE_101607,5.03,23.2,70.4,313,Loamy,Low,67.72,Medium
CASE_101608,5.3,20.1,32.1,99.7,Sandy,Low,120.02,High
CASE_101609,6.75,43.1,34.7,256.7,Sandy,Medium,106.29,High
CASE_101610,5.52,19.2,22.9,122.2,Loamy,Medium,114.25,High
CASE_101611,5.38,34.7,78.7,182.1,Clay,High,14.27,Low
CASE_101612,5.14,23.9,63.5,379.2,Sandy,Medium,80.65,Medium
CASE_101613,5.82,27.8,21.8,125.2,Clay,High,103.94,High
CASE_101614,6.3,20,42.4,153.2,Clay,Low,113.02,High
CASE_101615,6.25,23.8,83.5,170.8,Loamy,Medium,193.61,High
CASE_101616,7.47,28.6,80.7,312.3,Silty,High,50.03,Medium
CASE_101617,7.7,22.1,32.9,1.1,Silty,High,144.55,High
CASE_101618,6.72,16.6,84.5,103.1,Sandy,High,73.72,Medium
CASE_101619,6.5,17.5,40.4,67.9,Silty,Low,98.74,Medium
CASE_101620,6.35,35,75.2,55.3,Clay,Medium,155.17,High
CASE_101621,5.32,16.5,29.4,55.4,Silty,High,165.1,High
CASE_101622,7.63,36.1,65.3,274.5,Clay,Low,96.58,Medium
CASE_101623,7.05,10.3,22.5,340.8,Silty,High,65.8,Medium
CASE_101624,7.25,37.7,43,14.4,Sandy,Low,56.75,Medium
CASE_101625,4.93,27.2,77.6,88.7,Silty,Medium,72.31,Medium
CASE_101626,8.47,16.9,63.2,370.1,Sandy,Medium,52.33,Medium
CASE_101627,8.29,41,36.1,253.6,Loamy,Low,194.32,High
CASE_101628,5.22,36.8,45.4,70.3,Loamy,Low,197.28,High
CASE_101629,6.36,28.8,94.6,159.6,Clay,Low,159.8,High
CASE_101630,6.07,34.3,90.3,216.9,Sandy,High,76.22,Medium
CASE_101631,5.34,27.6,21.5,101.1,Sandy,High,22.4,Low
CASE_101632,5.56,28,63,370.3,Sandy,Medium,7.92,Low
CASE_101633,8.22,37.5,35,52.3,Clay,High,85.87,Medium
CASE_101634,7.66,35.9,66.9,394.6,Silty,Medium,114.18,High
CASE_101635,7.81,18.8,78.3,382.8,Loamy,High,27.06,Low
CASE_101636,6.34,22.8,46.5,254.5,Silty,Low,121.23,High
CASE_101637,5.29,27.3,79.4,190.3,Loamy,High,137.31,High
CASE_101638,7.15,24.3,87.2,65,Loamy,Low,155.37,High
CASE_101639,4.56,41.2,38.4,291.9,Clay,Medium,28.18,Low
CASE_101640,8.47,20.3,73.3,46.2,Sandy,Low,172.5,High
CASE_101641,5.97,30.7,57.8,258.4,Loamy,Medium,170.35,High
CASE_101642,6.8,40.2,56.1,31.4,Sandy,Medium,15.87,Low
CASE_101643,5.12,39.7,59.1,373.3,Silty,Medium,69.75,Medium
CASE_101644,4.52,25,34.8,364.3,Sandy,High,140.13,High
CASE_101645,6.57,19.2,35.7,239.6,Silty,Low,60.78,Medium
CASE_101646,5.99,35.2,61.6,169.2,Silty,Low,16.34,Low
CASE_101647,8.24,11.9,70.5,356.5,Silty,Medium,76.26,Medium
CASE_101648,5.68,35.1,26.3,324.7,Clay,High,40.89,Low
CASE_101649,4.9,35.1,71,332.4,Silty,Medium,147.27,High
CASE_101650,5.99,15.2,61.9,366.9,Sandy,Low,9.51,Low
CASE_101651,4.5,15.9,22.3,131.3,Sandy,High,169.77,High
CASE_101652,6.93,25.8,90.4,49,Clay,High,23.91,Low
CASE_101653,6.24,19.7,85.2,242,Sandy,Low,10.76,Low
CASE_101654,4.87,25.6,95,334.1,Sandy,Low,108.72,High
CASE_101655,4.91,18,20.2,121.4,Clay,Medium,165.53,High
CASE_101656,7.21,40.6,76.2,375.4,Silty,High,97.19,Medium
CASE_101657,7.15,20.1,39,132.4,Clay,Low,7.38,Low
CASE_101658,6.26,27.9,70.5,154.9,Silty,Low,104.73,High
CASE_101659,5.9,36,76.8,266.8,Loamy,High,37.41,Low
CASE_101660,6.78,26.9,61.2,196.7,Loamy,Medium,119.68,High
CASE_101661,4.94,36.2,30.2,26.7,Clay,High,144.52,High
CASE_101662,4.74,25.5,34,194.1,Silty,High,191.61,High
CASE_101663,7.04,22.4,65.2,124.8,Clay,High,190.37,High
CASE_101664,6.73,21.4,42,13.4,Silty,High,174.73,High
CASE_101665,5.8,26.5,81.4,49.8,Sandy,High,92.82,Medium
CASE_101666,8.29,23.9,36.3,149.5,Silty,Medium,180.01,High
CASE_101667,6.93,26.7,84.9,12.8,Loamy,Low,39.35,Low
CASE_101668,7.54,41,74.7,371.1,Loamy,Medium,153.78,High
CASE_101669,4.56,10.2,38,40.3,Clay,Low,103.13,High
CASE_101670,4.61,41.8,20.6,294.4,Loamy,Medium,39.52,Low
CASE_101671,8.07,32.9,70.4,2.1,Loamy,High,182.88,High
CASE_101672,8.08,33.1,45.9,357.5,Loamy,High,176.18,High
CASE_101673,4.9,42.3,30.6,90,Sandy,Low,114.73,High
CASE_101674,6.98,18.1,20.1,302.9,Clay,Medium,154,High
CASE_101675,6.34,41.6,50.7,210,Sandy,High,162.93,High
CASE_101676,7.6,28.4,43.8,103.3,Sandy,High,92.29,Medium
CASE_101677,5.42,15.2,69,272.5,Clay,Low,118.72,High
CASE_101678,8.08,42.8,80.6,254.2,Sandy,Medium,103.2,High
CASE_101679,5.6,17.1,53.2,22.7,Sandy,High,196.67,High
CASE_101680,6.73,33,57.3,12.8,Silty,High,119.74,High
CASE_101681,6.17,36.5,37,88.5,Sandy,Medium,144.65,High
CASE_101682,7.89,39,48.7,235.6,Sandy,Low,77.54,Medium
CASE_101683,5.17,44,66.3,392.6,Silty,Low,52.04,Medium
CASE_101684,5.39,19.1,58.4,127.8,Sandy,Low,142.09,High
CASE_101685,4.64,34.7,56.9,37.7,Loamy,Medium,56.26,Medium
CASE_101686,6.95,13.3,76.6,8.2,Silty,Low,24.99,Low
CASE_101687,7.37,12.6,81.6,197.2,Sandy,High,178.68,High
CASE_101688,7.23,44.8,37.4,249.6,Loamy,Medium,122.14,High
CASE_101689,4.56,14.2,68.7,226.9,Silty,High,12.69,Low
CASE_101690,6.38,42.4,49.8,250,Clay,Medium,11.21,Low
CASE_101691,6.58,40,49.4,355.5,Loamy,Medium,157.87,High
CASE_101692,4.71,37.8,51.3,91.6,Clay,High,59.64,Medium
CASE_101693,7.84,29.4,66.2,189.7,Sandy,Medium,180.77,High
CASE_101694,5,24.6,45.8,199.3,Silty,High,183.52,High
CASE_101695,5.06,28,38.2,73.7,Loamy,Low,106.18,High
CASE_101696,6.21,31.9,74.6,271.7,Silty,Low,153.72,High
CASE_101697,6,32.4,57.1,339.7,Loamy,High,80.64,Medium
CASE_101698,5.04,32.1,42.6,7.4,Loamy,Medium,38.26,Low
CASE_101699,8.22,35.1,77.2,80.6,Silty,Low,49.25,Low
CASE_101700,5.19,20.7,44.1,63.9,Clay,High,106.65,High
CASE_101701,5.17,11,67.2,390.4,Sandy,High,158.77,High
CASE_101702,6.78,41.7,78.8,249,Loamy,Medium,28.14,Low
CASE_101703,4.86,33.8,74.4,386,Sandy,Medium,110.67,High
CASE_101704,6.68,34.7,79.3,77.5,Loamy,Low,8.6,Low
CASE_101705,5.82,40.1,55.5,319.8,Silty,Medium,104.96,High
CASE_101706,5.83,39.1,40.6,218.4,Clay,Low,155.75,High
CASE_101707,5.77,19.3,92.5,64,Clay,Low,97.73,Medium
CASE_101708,4.58,34.5,39,16.2,Loamy,Medium,196.91,High
CASE_101709,4.55,30.6,57.6,349.4,Clay,Low,187.37,High
CASE_101710,7.22,33.4,90.7,329.2,Clay,High,137.9,High
CASE_101711,6.09,20.9,53.9,153.7,Clay,Low,96.86,Medium
CASE_101712,4.85,42.3,56,249.5,Silty,Medium,195.96,High
CASE_101713,6.22,24.3,48.1,370.2,Clay,Low,75.29,Medium
CASE_101714,4.93,25,27.4,247.6,Silty,High,26.25,Low
CASE_101715,4.53,21.1,70.8,193.6,Loamy,Low,106.86,High
CASE_101716,5.94,11.6,83.4,364.5,Silty,High,175.45,High
CASE_101717,8.49,19.1,74.3,363.2,Loamy,Medium,29.95,Low
CASE_101718,5.74,44.2,41.1,381.4,Clay,Low,182.11,High
CASE_101719,6.63,26.7,36.8,282.2,Loamy,High,143.31,High
CASE_101720,5.51,43.4,22.1,79.9,Sandy,High,112.8,High
CASE_101721,5.43,27.2,85.4,284.8,Loamy,High,85.74,Medium
CASE_101722,7.28,15.8,79,100,Silty,Medium,22.36,Low
CASE_101723,7.94,14.4,62.4,56.8,Clay,High,73.34,Medium
CASE_101724,6.24,27.1,89.6,208.4,Silty,Low,181.49,High
CASE_101725,7.26,13.7,81.6,174.2,Sandy,Low,117.77,High
CASE_101726,6.01,13.5,67.5,352.1,Loamy,Medium,158.31,High
CASE_101727,7.97,10.1,48.5,327.4,Silty,Low,191.74,High
CASE_101728,6.93,22.8,87.8,201.3,Clay,Low,122.3,High
CASE_101729,6.47,16.2,58.5,325.6,Silty,Low,199.52,High
CASE_101730,7.33,18.9,84.7,357.4,Sandy,High,158.77,High
CASE_101731,8.4,40.4,87,354.6,Loamy,High,30.44,Low
CASE_101732,6.68,11.8,75.9,202.1,Clay,Low,131.05,High
CASE_101733,6.47,16,40.9,63.5,Loamy,Medium,103.01,High
CASE_101734,5.11,19.4,64.3,244.1,Clay,Medium,194.73,High
CASE_101735,7.64,18.3,41.6,375.2,Clay,Low,159.77,High
CASE_101736,4.83,24.6,61.9,75,Clay,Low,141.07,High
CASE_101737,5.81,37.3,83,129.4,Loamy,High,122.2,High
CASE_101738,7.85,15.3,26.2,256.7,Sandy,Medium,25.2,Low
CASE_101739,5.95,20.1,57.6,182.4,Silty,Medium,182.04,High
CASE_101740,7.54,39.9,93,106.7,Silty,Medium,140.28,High
CASE_101741,7.21,26.7,94.5,291.6,Loamy,High,81.88,Medium
CASE_101742,8.11,38.5,54.4,100.7,Silty,Low,167.82,High
CASE_101743,6.6,27.7,59.4,389.6,Sandy,Low,8.95,Low
CASE_101744,5.98,24.8,47,319.4,Silty,Medium,36.53,Low
CASE_101745,7.91,38.2,29.9,285.6,Sandy,Low,116.56,High
CASE_101746,4.7,27.1,46.7,100.6,Silty,Medium,62.46,Medium
CASE_101747,5.48,11.7,83.7,4,Clay,High,155.05,High
CASE_101748,5.79,18.6,20.7,94.2,Sandy,Medium,127.39,High
CASE_101749,5.17,28.5,64.3,119.2,Silty,Low,124.37,High
CASE_101750,4.61,35.9,43.9,318.5,Silty,High,12.26,Low
CASE_101751,6.55,35,40.5,48.6,Sandy,Low,93.33,Medium
CASE_101752,6.27,32.6,57.1,248.1,Loamy,High,68.76,Medium
CASE_101753,7.32,28.7,70.9,349.4,Sandy,High,149.26,High
CASE_101754,7.56,30.4,25.3,356.8,Loamy,High,85.49,Medium
CASE_101755,7.54,43.4,24.1,238.7,Clay,High,150.94,High
CASE_101756,4.86,29.7,55.9,41.8,Clay,High,69.47,Medium
CASE_101757,7.57,41.7,50.7,381.2,Sandy,High,148.9,High
CASE_101758,5.14,25.2,50.1,230.3,Clay,Low,62.82,Medium
CASE_101759,6.54,13.7,84.4,123.9,Silty,High,151.25,High
CASE_101760,8.33,13.2,37.3,18.6,Loamy,High,27.98,Low
CASE_101761,6.24,42.5,64.3,252,Clay,Low,170.81,High
CASE_101762,5.92,41.7,87.6,390.6,Clay,Low,62.88,Medium
CASE_101763,7.79,24.3,94.3,188.9,Clay,Medium,29.84,Low
CASE_101764,5.79,12.6,87.2,321.1,Silty,Medium,108.31,High
CASE_101765,7,24.3,39.1,343.9,Clay,Medium,156.47,High
CASE_101766,6.94,13.2,55.5,77.5,Sandy,Medium,111.81,High
CASE_101767,8.15,24.1,35.6,259.5,Loamy,Medium,133.95,High
CASE_101768,7.98,28.8,76.4,56,Clay,Low,150.92,High
CASE_101769,6.55,42.5,85.6,53.8,Sandy,High,80.96,Medium
CASE_101770,5.66,31.5,87.7,384.9,Loamy,High,74.74,Medium
CASE_101771,6.6,17.3,59.4,222,Silty,High,168.44,High
CASE_101772,5.97,22.7,92,177.6,Sandy,High,47.88,Low
CASE_101773,5.56,30,87.1,190.1,Sandy,Medium,151.41,High
CASE_101774,4.8,41.2,83.6,397,Loamy,High,46.82,Low
CASE_101775,7.81,39.6,62.7,152.9,Clay,High,187.65,High
CASE_101776,6.66,25.6,62.4,188.2,Sandy,Medium,89.26,Medium
CASE_101777,6.28,30.6,30.4,1.4,Clay,High,177,High
CASE_101778,4.9,41.8,36.1,81.8,Clay,Medium,142.39,High
CASE_101779,7.59,40.6,66.1,75.3,Clay,High,7.73,Low
CASE_101780,8.32,18.7,74.9,175.8,Silty,Medium,97.81,Medium
CASE_101781,4.78,38,38.2,290.2,Loamy,Low,93.9,Medium
CASE_101782,5.27,40.9,80.7,387.1,Loamy,High,191.24,High
CASE_101783,5.98,16.5,53.2,66.3,Sandy,Medium,146.84,High
CASE_101784,6.86,31.9,60.4,264.9,Loamy,Medium,23.77,Low
CASE_101785,5.65,42.9,77.2,389,Loamy,Low,113.23,High
CASE_101786,5.28,10.4,38.2,271.5,Sandy,Low,60.6,Medium
CASE_101787,8.05,34.3,49.6,149,Sandy,Low,104.26,High
CASE_101788,7.04,22.7,83.9,302.6,Loamy,Medium,39.52,Low
CASE_101789,5.34,37.2,56.5,89.9,Clay,Medium,76.02,Medium
CASE_101790,7.61,18,59.5,180.6,Clay,Medium,37.25,Low
CASE_101791,7.97,25.8,21.2,170.6,Clay,Low,176.05,High
CASE_101792,7.11,15.4,68.5,73.1,Loamy,Low,113.76,High
CASE_101793,7.34,11.7,50.6,282,Sandy,Low,71.12,Medium
CASE_101794,7.02,30.6,46.5,193,Silty,Low,160.08,High
CASE_101795,7.29,25.2,35.2,85.6,Clay,Low,97.13,Medium
CASE_101796,7.5,37.8,35.2,383.6,Loamy,High,63.69,Medium
CASE_101797,7.33,35.3,26.4,88,Sandy,Low,183.81,High
CASE_101798,5.88,37.5,45.4,327.7,Sandy,Medium,144.64,High
CASE_101799,5.86,24.3,46.2,305.5,Sandy,Medium,38.81,Low
CASE_101800,7.85,12.3,90.7,394.5,Loamy,High,73.49,Medium
CASE_101801,5.99,37.2,64.7,257.7,Clay,High,61.8,Medium
CASE_101802,7.83,34.7,63.3,355.9,Sandy,High,28.01,Low
CASE_101803,6.22,27.3,24.1,381.9,Silty,High,44.33,Low
CASE_101804,6.52,10.9,89.4,340.7,Loamy,Low,141,High
CASE_101805,4.99,22.7,39.2,202.7,Silty,High,49.64,Low
CASE_101806,8.06,32.8,55.6,341.8,Sandy,Medium,117.12,High
CASE_101807,5.67,14.5,84.1,235,Clay,Low,174.38,High
CASE_101808,4.71,27.5,48.1,250.3,Loamy,Medium,187.88,High
CASE_101809,6.73,34.8,30.1,325.6,Sandy,Medium,59.72,Medium
CASE_101810,5.86,13.8,58,34.3,Loamy,High,190.16,High
CASE_101811,7.51,28.4,47.6,26.3,Loamy,High,12.54,Low
CASE_101812,5.62,41.9,42.8,179.9,Loamy,Low,119.12,High
CASE_101813,8.23,23.1,26.1,154.9,Loamy,High,24.55,Low
CASE_101814,7.28,11.9,41.3,327.7,Loamy,High,105.16,High
CASE_101815,4.87,39.2,47.1,244.9,Sandy,Medium,171.82,High
CASE_101816,5.36,14.5,43.4,205.8,Loamy,Low,17.9,Low
CASE_101817,7.12,31.3,50.9,189.5,Sandy,High,159.02,High
CASE_101818,5.42,10.2,68.8,81,Sandy,Low,169.22,High
CASE_101819,4.81,13.7,57.1,243.7,Loamy,High,172.51,High
CASE_101820,6.88,21.4,21.9,300.1,Loamy,High,144.78,High
CASE_101821,6.18,30.2,85.5,345.4,Sandy,Medium,167.72,High
CASE_101822,7.6,25.2,34.4,361.8,Loamy,Medium,45.73,Low
CASE_101823,4.58,31.8,69.6,124.4,Sandy,Medium,10.03,Low
CASE_101824,7.22,12,89.7,89,Loamy,High,71.2,Medium
CASE_101825,7.59,17.8,26.1,350,Clay,High,38.45,Low
CASE_101826,7.31,29.5,84,126,Loamy,Medium,83.7,Medium
CASE_101827,5.92,41.2,32.4,59.8,Silty,High,99.65,Medium
CASE_101828,5.28,23.7,91,98.6,Loamy,Low,133.21,High
CASE_101829,6.29,42.8,75.2,183.2,Sandy,High,149.33,High
CASE_101830,6.87,40.8,46.8,120,Loamy,High,140.06,High
CASE_101831,4.67,40.5,70.9,264.2,Loamy,High,12.37,Low
CASE_101832,6.42,40.5,47,370.7,Sandy,High,170.6,High
CASE_101833,6.76,28.7,30.3,236.5,Clay,High,55.15,Medium
CASE_101834,8.29,32.5,85.8,270.4,Clay,High,15.21,Low
CASE_101835,7.2,43.6,39,350,Loamy,High,104.97,High
CASE_101836,8.23,23.9,91.5,281.1,Silty,Low,135.73,High
CASE_101837,6.44,26.1,62.5,59.8,Loamy,Medium,181.84,High
CASE_101838,4.56,19.6,20.2,166.3,Clay,Low,167.07,High
CASE_101839,8.28,31.3,39.1,369.7,Loamy,Low,160.76,High
CASE_101840,7.28,42.4,73.4,147.3,Sandy,Low,117.01,High
CASE_101841,6.05,24.2,32.5,9.2,Sandy,Low,12.85,Low
CASE_101842,7.71,44.6,46,239.8,Sandy,Low,132.65,High
CASE_101843,7.37,36.4,26.7,344.5,Silty,Medium,37.57,Low
CASE_101844,4.86,11.7,45.1,203.7,Loamy,High,11.51,Low
CASE_101845,8.15,22.9,23.4,120.1,Silty,High,57.2,Medium
CASE_101846,5.6,14.6,81.4,398.5,Loamy,Low,84.6,Medium
CASE_101847,6.97,35.1,49.4,362,Sandy,Medium,79.42,Medium
CASE_101848,7.09,43.3,79.6,16,Silty,High,92.83,Medium
CASE_101849,5.76,34.5,82,292.5,Clay,Medium,96.76,Medium
CASE_101850,8,36.8,47.2,293.6,Clay,High,58.15,Medium
CASE_101851,6.63,20.2,69.2,256.6,Clay,High,158.92,High
CASE_101852,6.23,29.9,85.7,371.3,Clay,Low,10.93,Low
CASE_101853,6.26,36.1,35.4,148.4,Loamy,Medium,151.99,High
CASE_101854,7.39,39.2,49.9,179.2,Sandy,High,8.54,Low
CASE_101855,5.65,21.3,70.9,225.3,Silty,High,156.25,High
CASE_101856,8.1,34.1,93.9,306.8,Loamy,Low,65.44,Medium
CASE_101857,7.59,10.7,70.3,187.7,Clay,High,47.16,Low
CASE_101858,7.92,10.8,65.7,147.1,Clay,High,173.17,High
CASE_101859,5.74,43,33.5,265.1,Loamy,Low,167.25,High
CASE_101860,5.8,39.2,77.1,131.6,Loamy,Low,54.18,Medium
CASE_101861,5.33,27,26.4,337.3,Loamy,High,17.03,Low
CASE_101862,7.27,42.9,61.6,240.1,Sandy,Low,189.01,High
CASE_101863,4.62,35.3,87.9,318.2,Sandy,Medium,130.22,High
CASE_101864,8.46,13.2,70,113.4,Clay,Medium,135.9,High
CASE_101865,5.11,17.2,66.6,51.3,Sandy,Low,123.49,High
CASE_101866,5.81,27.1,90.6,90.9,Sandy,High,167.87,High
CASE_101867,7.52,41.6,88.7,310.7,Silty,High,123.26,High
CASE_101868,6.04,15,73.3,264.5,Silty,Low,9.84,Low
CASE_101869,5.49,25.1,70.1,171.8,Sandy,Low,168.14,High
CASE_101870,6.11,36.8,88.6,165.4,Clay,Low,17.8,Low
CASE_101871,8.27,19.3,53,318.4,Sandy,High,142.01,High
CASE_101872,7.01,16.5,58.3,211.6,Loamy,Low,26.56,Low
CASE_101873,5.62,18.1,85.6,68.4,Clay,High,95.19,Medium
CASE_101874,7.59,26.6,46.3,144.4,Loamy,Medium,41.5,Low
CASE_101875,7.37,41.4,87.6,131.4,Silty,Medium,112.99,High
CASE_101876,6.01,41.4,40.6,109.2,Sandy,Low,9.85,Low
CASE_101877,6.25,35.4,87.1,269.7,Sandy,High,124.4,High
CASE_101878,5.56,15.2,26.7,225.4,Silty,Medium,186.87,High
CASE_101879,5.7,19.9,65.3,326.7,Silty,High,32.06,Low
CASE_101880,5.48,43.8,20.6,351.9,Silty,Low,56.18,Medium
CASE_101881,5.87,25.4,73,235.1,Clay,Medium,189.72,High
CASE_101882,7.42,11.5,20.8,183.2,Loamy,Low,113,High
CASE_101883,5.36,25.1,34.8,219.4,Loamy,Low,134.55,High
CASE_101884,4.7,43.4,30.7,283.4,Silty,Low,9.51,Low
CASE_101885,6.54,26.3,91.4,377.9,Clay,Low,26.09,Low
CASE_101886,6.32,22.5,91,241.2,Silty,Low,122.41,High
CASE_101887,4.69,43.1,43.5,177,Silty,Low,50.22,Medium
CASE_101888,4.61,39.2,30.5,354.6,Sandy,Medium,168.2,High
CASE_101889,6.76,20.9,33.4,343.7,Sandy,High,37.11,Low
CASE_101890,5.18,23.4,85.4,145.3,Sandy,High,82.72,Medium
CASE_101891,5.08,16.2,84.7,157.1,Sandy,High,189.53,High
CASE_101892,6.89,38,30,44.2,Silty,Low,58.41,Medium
CASE_101893,6.86,36.9,52.2,303.4,Clay,High,151.47,High
CASE_101894,7.42,24.7,93.6,139.8,Silty,Low,52.6,Medium
CASE_101895,5.47,37.9,52.5,367,Silty,High,186.93,High
CASE_101896,6.37,18,35,170.2,Sandy,High,150.14,High
CASE_101897,7.25,19.9,56.1,17.8,Silty,Medium,122.99,High
CASE_101898,6.13,10.4,32.7,261,Sandy,Medium,198.03,High
CASE_101899,5.52,36.7,71.6,129.1,Silty,High,158.63,High
CASE_101900,6.31,40.8,51.6,335.8,Loamy,Low,33.72,Low
